,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature,Rotation per torque,Torque per Rotation,Tool wear per Rotation,Tool wear per torque,Tool wear per power
6362,6363,L53542,L,300.0,309.6,1738,28.7,51,0,No Failure,5223.48,2363.48,4.800000000000011,60.55749128919861,0.016513233601841197,0.029344073647871116,1.7770034843205575,0.009763605871947438
6363,6364,M21223,M,300.0,309.6,1618,36.2,53,0,No Failure,6133.6,3273.6,4.800000000000011,44.69613259668508,0.022373300370828186,0.032756489493201486,1.4640883977900552,0.008640928655275857
6364,6365,M21224,M,299.9,309.6,1489,41.7,56,0,No Failure,6502.19,3642.19,4.850000000000023,35.70743405275779,0.02800537273337811,0.03760913364674278,1.342925659472422,0.008612482871155718
6365,6366,M21225,M,299.9,309.5,1412,57.9,59,0,No Failure,8561.34,5701.34,4.800000000000011,24.386873920552677,0.041005665722379604,0.04178470254957507,1.0189982728842832,0.006891444563584672
6366,6367,M21226,M,299.9,309.5,2065,18.1,62,0,No Failure,3914.06,1054.06,4.800000000000011,114.08839779005524,0.008765133171912834,0.03002421307506053,3.4254143646408837,0.01584032947885316
6367,6368,L53547,L,300.0,309.6,1571,33.1,65,0,No Failure,5445.44,2585.44,4.800000000000011,47.46223564954683,0.021069382558879697,0.041374920432845325,1.9637462235649545,0.011936592818945761
6368,6369,M21228,M,300.0,309.6,1423,48.7,67,0,No Failure,7257.09,4397.09,4.800000000000011,29.21971252566735,0.03422347153900211,0.04708362614195362,1.3757700205338808,0.00923235070806618
6369,6370,H35783,H,300.0,309.5,1781,24.9,70,0,No Failure,4644.0,1784.0,4.75,71.52610441767068,0.013980909601347557,0.039303761931499155,2.811244979919679,0.015073212747631352
6370,6371,L53550,L,300.1,309.6,1321,46.9,75,0,No Failure,6487.9,3627.9,4.75,28.16631130063966,0.03550340651021953,0.05677517032551098,1.5991471215351813,0.011559980887498267
6371,6372,L53551,L,300.1,309.6,1546,36.7,77,0,No Failure,5941.61,3081.61,4.75,42.125340599455036,0.023738680465717983,0.04980595084087969,2.098092643051771,0.012959450384660051
6372,6373,M21232,M,300.0,309.5,1879,22.4,79,0,No Failure,4407.61,1547.61,4.75,83.88392857142858,0.011921234699308142,0.04204364023416711,3.5267857142857144,0.017923545867261397
6373,6374,H35787,H,300.0,309.5,1735,28.9,82,0,No Failure,5250.81,2390.81,4.75,60.03460207612457,0.01665706051873199,0.04726224783861672,2.837370242214533,0.01561663819486898
6374,6375,L53554,L,300.0,309.5,1506,38.8,87,0,No Failure,6119.07,3259.07,4.75,38.81443298969072,0.02576361221779548,0.05776892430278884,2.2422680412371134,0.014217846829665292
6375,6376,H35789,H,300.0,309.6,1629,32.3,89,0,No Failure,5510.01,2650.01,4.800000000000011,50.43343653250774,0.019828115408225905,0.05463474524248005,2.755417956656347,0.01615242077600585
6376,6377,L53556,L,300.0,309.6,1694,28.7,94,0,No Failure,5091.24,2231.24,4.800000000000011,59.02439024390244,0.016942148760330577,0.05548996458087367,3.275261324041812,0.018463085613720825
6377,6378,L53557,L,300.1,309.6,1541,37.0,96,0,No Failure,5970.81,3110.81,4.75,41.648648648648646,0.024010382868267358,0.06229720960415315,2.5945945945945947,0.016078220542941408
6378,6379,L53558,L,300.0,309.6,1514,44.6,98,0,No Failure,7071.14,4211.14,4.800000000000011,33.946188340807176,0.029458388375165127,0.06472919418758256,2.197309417040359,0.013859151423957099
6379,6380,L53559,L,300.1,309.7,1485,45.9,100,0,No Failure,7137.86,4277.86,4.799999999999983,32.35294117647059,0.030909090909090907,0.06734006734006734,2.178649237472767,0.01400980125695937
6380,6381,L53560,L,300.2,309.8,1430,55.0,102,0,No Failure,8236.21,5376.21,4.800000000000011,26.0,0.038461538461538464,0.07132867132867132,1.8545454545454545,0.012384336970524065
6381,6382,L53561,L,300.2,309.7,1771,27.1,104,0,No Failure,5025.93,2165.93,4.75,65.35055350553505,0.015302089215132694,0.058723884810841336,3.837638376383764,0.02069268772147642
6382,6383,L53562,L,300.2,309.8,1481,41.9,106,0,No Failure,6498.27,3638.27,4.800000000000011,35.34606205250597,0.02829169480081026,0.07157326130992572,2.5298329355608593,0.01631203381823162
6383,6384,H35797,H,300.2,309.7,1483,43.8,108,0,No Failure,6802.11,3942.11,4.75,33.858447488584474,0.029534726904922454,0.07282535401213756,2.4657534246575343,0.01587742626920176
6384,6385,H35798,H,300.1,309.6,1463,45.1,113,0,No Failure,6909.55,4049.55,4.75,32.4390243902439,0.030827067669172932,0.07723855092276145,2.505543237250554,0.016354176465905885
6385,6386,L53565,L,300.1,309.7,1410,48.3,118,0,No Failure,7131.73,4271.73,4.799999999999983,29.192546583850934,0.03425531914893617,0.08368794326241134,2.4430641821946173,0.016545775008307943
6386,6387,L53566,L,300.2,309.7,1656,34.3,120,0,No Failure,5948.17,3088.17,4.75,48.2798833819242,0.020712560386473428,0.07246376811594203,3.4985422740524785,0.02017427208704526
6387,6388,M21247,M,300.2,309.8,1487,39.2,122,0,No Failure,6104.16,3244.16,4.800000000000011,37.93367346938775,0.026361802286482855,0.082044384667115,3.1122448979591835,0.019986369950984247
6388,6389,H35802,H,300.3,309.9,1509,46.6,125,0,No Failure,7363.83,4503.83,4.799999999999983,32.38197424892704,0.030881378396288933,0.0828363154406892,2.6824034334763946,0.016974862265967575
6389,6390,H35803,H,300.3,309.9,1677,30.1,130,0,No Failure,5286.01,2426.01,4.799999999999983,55.71428571428571,0.01794871794871795,0.07751937984496124,4.318936877076411,0.024593218703710357
6390,6391,L53570,L,300.3,309.8,1450,55.0,135,0,No Failure,8351.4,5491.4,4.75,26.363636363636363,0.03793103448275862,0.09310344827586207,2.4545454545454546,0.01616495437890653
6391,6392,M21251,M,300.2,309.7,1413,43.0,137,0,No Failure,6362.67,3502.67,4.75,32.86046511627907,0.03043170559094126,0.09695682944090588,3.186046511627907,0.021531841192455367
6392,6393,L53572,L,300.1,309.7,1680,33.8,140,0,No Failure,5946.41,3086.41,4.799999999999983,49.70414201183432,0.020119047619047616,0.08333333333333333,4.142011834319527,0.023543617073158427
6393,6394,L53573,L,300.2,309.7,1678,30.5,142,0,No Failure,5359.45,2499.45,4.75,55.01639344262295,0.018176400476758045,0.08462455303933254,4.655737704918033,0.02649525604306412
6394,6395,M21254,M,300.2,309.7,1408,44.0,144,0,No Failure,6487.6,3627.6,4.75,32.0,0.03125,0.10227272727272728,3.272727272727273,0.022196189654109376
6395,6396,M21255,M,300.1,309.6,1376,52.1,147,0,No Failure,7507.32,4647.32,4.75,26.41074856046065,0.037863372093023255,0.1068313953488372,2.821497120921305,0.019580889052284972
6396,6397,L53576,L,300.0,309.6,1526,46.4,150,0,No Failure,7414.83,4554.83,4.800000000000011,32.88793103448276,0.03040629095674967,0.0982961992136304,3.2327586206896552,0.020229728800255704
6397,6398,M21257,M,300.0,309.6,1587,32.6,152,0,No Failure,5417.8,2557.8,4.800000000000011,48.68098159509202,0.0205419029615627,0.09577819785759294,4.662576687116564,0.02805566835246779
6398,6399,L53578,L,300.1,309.7,1351,58.2,155,0,No Failure,8233.93,5373.93,4.799999999999983,23.213058419243985,0.04307920059215396,0.11472982975573649,2.663230240549828,0.018824546723132208
6399,6400,M21259,M,300.1,309.6,1501,38.0,157,0,No Failure,5973.01,3113.01,4.75,39.5,0.02531645569620253,0.10459693537641572,4.131578947368421,0.02628490493067984
6400,6401,L53580,L,300.1,309.7,1601,35.8,160,0,No Failure,6002.1,3142.1,4.799999999999983,44.720670391061454,0.02236102435977514,0.09993753903810118,4.46927374301676,0.026657336598857065
6401,6402,M21261,M,300.0,309.6,1573,39.7,162,0,No Failure,6539.55,3679.55,4.800000000000011,39.622166246851386,0.025238397965670695,0.10298792116973936,4.080604534005038,0.024772346721104663
6402,6403,M21262,M,300.1,309.6,1584,36.7,165,0,No Failure,6087.65,3227.65,4.75,43.160762942779286,0.023169191919191923,0.10416666666666667,4.4959128065395095,0.02710405493088466
6403,6404,L53583,L,300.1,309.6,1649,33.6,168,0,No Failure,5802.14,2942.14,4.75,49.07738095238095,0.020375985445724682,0.10187992722862341,5.0,0.028954833906110502
6404,6405,M21264,M,300.2,309.7,1183,61.4,170,0,No Failure,7606.45,4746.45,4.75,19.267100977198698,0.051901944209636515,0.1437024513947591,2.768729641693811,0.0223494534243964
6405,6406,L53585,L,300.1,309.7,2151,17.5,173,0,No Failure,3941.91,1081.91,4.799999999999983,122.91428571428571,0.008135750813575081,0.0804277080427708,9.885714285714286,0.04388735409991603
6406,6407,L53586,L,300.2,309.8,1526,45.6,175,0,No Failure,7286.99,4426.99,4.800000000000011,33.46491228070175,0.029882044560943646,0.11467889908256881,3.837719298245614,0.02401540279319719
6407,6408,M21267,M,300.3,309.9,1611,29.0,177,0,No Failure,4892.4,2032.4,4.799999999999983,55.55172413793103,0.018001241464928614,0.10986964618249534,6.103448275862069,0.0361785626686289
6408,6409,L53588,L,300.3,309.9,1601,31.7,180,0,No Failure,5314.71,2454.71,4.799999999999983,50.50473186119874,0.019800124921923797,0.11242973141786383,5.678233438485805,0.03386826374345919
6409,6410,L53589,L,300.3,310.0,1560,40.8,182,0,No Failure,6665.2,3805.2,4.849999999999994,38.23529411764706,0.026153846153846153,0.11666666666666667,4.46078431372549,0.027306007321610756
6410,6411,L53590,L,300.4,310.1,1544,41.9,184,0,No Failure,6774.7,3914.7,4.850000000000023,36.84964200477327,0.027137305699481865,0.11917098445595854,4.391408114558473,0.027159874237973638
6411,6412,M21271,M,300.4,310.0,1560,42.3,186,0,No Failure,6910.25,4050.25,4.800000000000011,36.87943262411348,0.027115384615384614,0.11923076923076924,4.3971631205673765,0.026916537028327484
6412,6413,L53592,L,300.4,310.0,1423,44.2,189,0,No Failure,6586.52,3726.52,4.800000000000011,32.1945701357466,0.031061138439915672,0.13281799016163034,4.276018099547511,0.028694970940648473
6413,6414,L53593,L,300.4,310.1,1614,33.5,191,0,No Failure,5662.09,2802.09,4.850000000000023,48.17910447761194,0.020755885997521685,0.11833952912019827,5.701492537313433,0.0337331268135971
6414,6415,M21274,M,300.4,310.1,1457,35.1,193,0,No Failure,5355.44,2495.44,4.850000000000023,41.50997150997151,0.02409059711736445,0.13246396705559368,5.498575498575498,0.03603812198437477
6415,6416,L53595,L,300.4,310.1,1503,42.2,196,0,No Failure,6642.02,3782.02,4.850000000000023,35.616113744075825,0.02807717897538257,0.13040585495675316,4.644549763033175,0.029509095124675925
6416,6417,H35830,H,300.4,310.1,1484,38.0,198,0,No Failure,5905.36,3045.36,4.850000000000023,39.05263157894737,0.025606469002695417,0.1334231805929919,5.2105263157894735,0.03352886191527697
6417,6418,L53597,L,300.3,309.9,1540,39.9,203,0,No Failure,6434.61,3574.61,4.799999999999983,38.59649122807018,0.02590909090909091,0.1318181818181818,5.087719298245614,0.031548143554931844
6418,6419,H35832,H,300.3,309.9,1405,52.1,205,0,No Failure,7665.54,4805.54,4.799999999999983,26.967370441458733,0.03708185053380783,0.14590747330960854,3.9347408829174664,0.026743060501934632
6419,6420,H35833,H,300.3,309.9,1394,46.7,210,1,Tool Wear Failure,6817.24,3957.24,4.799999999999983,29.850107066381156,0.03350071736011478,0.15064562410329985,4.49678800856531,0.030804255094437048
6420,6421,L53600,L,300.3,309.9,1518,36.4,0,0,No Failure,5786.31,2926.31,4.799999999999983,41.70329670329671,0.023978919631093543,0.0,0.0,0.0
6421,6422,L53601,L,300.3,309.9,1527,41.4,2,0,No Failure,6620.15,3760.15,4.799999999999983,36.88405797101449,0.02711198428290766,0.0013097576948264572,0.04830917874396135,0.000302107958278891
6422,6423,L53602,L,300.3,309.9,1377,55.3,4,0,No Failure,7974.21,5114.21,4.799999999999983,24.900542495479204,0.040159767610748,0.002904865649963689,0.07233273056057866,0.0005016170880877228
6423,6424,M21283,M,300.3,310.0,1537,37.5,6,0,No Failure,6035.78,3175.78,4.849999999999994,40.986666666666665,0.024398178269355888,0.003903708523096942,0.16,0.0009940720172040732
6424,6425,M21284,M,300.3,310.0,1409,43.2,9,0,No Failure,6374.17,3514.17,4.849999999999994,32.61574074074074,0.03066004258339248,0.0063875088715401,0.20833333333333331,0.001411948536044693
6425,6426,L53605,L,300.3,309.9,1393,56.1,12,0,No Failure,8183.57,5323.57,4.799999999999983,24.830659536541887,0.040272792534099065,0.008614501076812634,0.21390374331550802,0.001466352704259877
6426,6427,L53606,L,300.2,309.7,1448,36.8,14,0,No Failure,5580.14,2720.14,4.75,39.34782608695652,0.025414364640883976,0.009668508287292817,0.3804347826086957,0.0025088976262244316
6427,6428,L53607,L,300.2,309.8,1418,49.3,16,0,No Failure,7320.69,4460.69,4.800000000000011,28.76267748478702,0.0347672778561354,0.011283497884344146,0.32454361054766734,0.002185586331343084
6428,6429,M21288,M,300.2,309.8,1743,24.1,18,0,No Failure,4398.89,1538.89,4.800000000000011,72.32365145228215,0.013826735513482503,0.010327022375215147,0.7468879668049793,0.004091941376119884
6429,6430,M21289,M,300.2,309.8,1394,47.4,21,0,No Failure,6919.42,4059.42,4.800000000000011,29.40928270042194,0.03400286944045911,0.015064562410329985,0.44303797468354433,0.0030349364542114803
6430,6431,L53610,L,300.3,309.8,1523,39.2,24,0,No Failure,6251.94,3391.94,4.75,38.85204081632653,0.025738673670387395,0.015758371634931056,0.6122448979591836,0.0038388084338621294
6431,6432,L53611,L,300.2,309.8,1353,59.4,26,0,No Failure,8416.14,5556.14,4.800000000000011,22.77777777777778,0.04390243902439024,0.019216555801921657,0.4377104377104377,0.003089302221683575
6432,6433,M21292,M,300.3,309.9,1447,46.5,28,0,No Failure,7046.12,4186.12,4.799999999999983,31.118279569892472,0.032135452660677265,0.019350380096751902,0.6021505376344086,0.00397381821484732
6433,6434,L53613,L,300.3,309.9,1570,34.0,31,0,No Failure,5589.94,2729.94,4.799999999999983,46.1764705882353,0.02165605095541401,0.019745222929936305,0.9117647058823529,0.005545676697782088
6434,6435,M21294,M,300.3,309.9,1494,38.5,33,0,No Failure,6023.38,3163.38,4.799999999999983,38.8051948051948,0.025769745649263723,0.02208835341365462,0.8571428571428571,0.0054786515212389055
6435,6436,L53615,L,300.3,309.9,1621,34.1,36,0,No Failure,5788.5,2928.5,4.799999999999983,47.536656891495596,0.021036397285626156,0.022208513263417645,1.0557184750733137,0.006219227779217414
6436,6437,L53616,L,300.4,310.0,1769,26.1,38,0,No Failure,4835.01,1975.01,4.800000000000011,67.77777777777777,0.014754098360655738,0.02148106274731487,1.4559386973180075,0.007859342586675104
6437,6438,L53617,L,300.4,310.0,1282,66.1,40,0,No Failure,8873.97,6013.97,4.800000000000011,19.394856278366113,0.051560062402496096,0.031201248049921998,0.6051437216338881,0.0045075653850531385
6438,6439,L53618,L,300.4,310.0,1581,30.3,42,0,No Failure,5016.53,2156.53,4.800000000000011,52.17821782178218,0.019165085388994307,0.026565464895635674,1.386138613861386,0.008372321106422168
6439,6440,L53619,L,300.6,310.1,1656,32.7,44,0,No Failure,5670.7,2810.7,4.75,50.642201834862384,0.019746376811594205,0.026570048309178744,1.3455657492354738,0.007759183169626325
6440,6441,L53620,L,300.6,310.2,1648,31.7,46,0,No Failure,5470.73,2610.73,4.799999999999983,51.987381703470035,0.019235436893203884,0.027912621359223302,1.4511041009463723,0.008408384255848854
6441,6442,L53621,L,300.7,310.2,1639,31.4,48,0,No Failure,5389.36,2529.36,4.75,52.197452229299365,0.01915802318486882,0.02928615009151922,1.5286624203821657,0.008906437870173825
6442,6443,L53622,L,300.7,310.2,1348,54.8,50,0,No Failure,7735.69,4875.69,4.75,24.598540145985403,0.04065281899109792,0.037091988130563795,0.9124087591240876,0.006463547530989479
6443,6444,L53623,L,300.8,310.3,1537,33.3,52,0,No Failure,5359.78,2499.78,4.75,46.15615615615616,0.021665582303188026,0.03383214053350683,1.5615615615615617,0.00970189074924717
6444,6445,M21304,M,300.8,310.3,1270,61.0,54,0,No Failure,8112.64,5252.64,4.75,20.81967213114754,0.048031496062992125,0.04251968503937008,0.8852459016393442,0.006656279583464815
6445,6446,L53625,L,300.7,310.3,1662,34.4,57,0,No Failure,5987.12,3127.12,4.800000000000011,48.31395348837209,0.020697954271961493,0.03429602888086643,1.6569767441860466,0.009520437205200497
6446,6447,M21306,M,300.7,310.3,1471,40.2,59,0,No Failure,6192.52,3332.52,4.800000000000011,36.592039800995025,0.02732834806254249,0.04010876954452753,1.4676616915422884,0.009527623649176748
6447,6448,L53627,L,300.6,310.1,1337,45.8,62,0,No Failure,6412.47,3552.47,4.75,29.19213973799127,0.03425579655946148,0.04637247569184742,1.3537117903930131,0.009668661217908232
6448,6449,H35862,H,300.7,310.2,1877,24.8,64,0,No Failure,4874.66,2014.66,4.75,75.68548387096774,0.01321257325519446,0.034096963239211506,2.5806451612903225,0.013129120800219914
6449,6450,L53629,L,300.6,310.2,1519,44.6,69,0,No Failure,7094.49,4234.49,4.799999999999983,34.05829596412556,0.0293614219881501,0.04542462146148782,1.547085201793722,0.009725857672644545
6450,6451,L53630,L,300.6,310.2,1378,47.3,71,0,No Failure,6825.57,3965.57,4.799999999999983,29.133192389006343,0.03432510885341074,0.05152394775036284,1.5010570824524314,0.010402061659319296
6451,6452,L53631,L,300.7,310.2,1696,27.5,73,0,No Failure,4884.13,2024.13,4.75,61.67272727272727,0.016214622641509434,0.04304245283018868,2.6545454545454548,0.014946367111440522
6452,6453,L53632,L,300.7,310.1,1376,50.8,75,0,No Failure,7319.99,4459.99,4.700000000000017,27.086614173228348,0.03691860465116279,0.05450581395348837,1.4763779527559056,0.010245915636496771
6453,6454,L53633,L,300.7,310.2,1807,24.2,77,0,No Failure,4579.33,1719.33,4.75,74.6694214876033,0.013392363032650801,0.04261206419479801,3.181818181818182,0.016814686864672343
6454,6455,L53634,L,300.7,310.1,1598,32.8,79,0,No Failure,5488.82,2628.82,4.700000000000017,48.71951219512196,0.020525657071339173,0.04943679599499374,2.408536585365854,0.014392893190157447
6455,6456,L53635,L,300.7,310.1,1565,40.2,81,0,No Failure,6588.23,3728.23,4.700000000000017,38.930348258706466,0.025686900958466454,0.05175718849840256,2.014925373134328,0.012294652736774521
6456,6457,L53636,L,300.7,310.2,1387,50.6,83,0,No Failure,7349.46,4489.46,4.75,27.411067193675887,0.0364816149963951,0.059841384282624366,1.6403162055335967,0.011293346722072098
6457,6458,L53637,L,300.7,310.0,1395,48.0,85,0,No Failure,7012.03,4152.03,4.650000000000006,29.0625,0.034408602150537634,0.06093189964157706,1.7708333333333333,0.012122024577761362
6458,6459,M21318,M,300.6,310.0,1302,62.9,87,0,No Failure,8576.11,5716.11,4.699999999999989,20.69952305246423,0.04831029185867895,0.06682027649769585,1.383147853736089,0.010144459434405576
6459,6460,M21319,M,300.6,310.0,1397,55.2,90,0,No Failure,8075.4,5215.4,4.699999999999989,25.307971014492754,0.03951324266284897,0.06442376521116679,1.6304347826086956,0.011144958763652575
6460,6461,L53640,L,300.6,310.0,1313,52.9,93,0,No Failure,7273.59,4413.59,4.699999999999989,24.820415879017013,0.04028941355674029,0.07083015993907082,1.7580340264650285,0.012785983262735457
6461,6462,L53641,L,300.6,310.0,1505,35.9,95,0,No Failure,5657.96,2797.96,4.699999999999989,41.922005571030645,0.023853820598006642,0.06312292358803986,2.6462395543175488,0.016790503997907373
6462,6463,H35876,H,300.6,310.0,1483,44.0,97,0,No Failure,6833.17,3973.17,4.699999999999989,33.70454545454545,0.029669588671611596,0.06540795684423466,2.2045454545454546,0.01419546125736664
6463,6464,H35877,H,300.5,310.0,1358,60.4,102,0,No Failure,8589.45,5729.45,4.75,22.483443708609272,0.04447717231222386,0.07511045655375552,1.6887417218543046,0.011875032743656462
6464,6465,M21324,M,300.5,309.9,1735,27.0,107,0,No Failure,4905.6,2045.6,4.699999999999989,64.25925925925925,0.015561959654178675,0.061671469740634005,3.962962962962963,0.02181180691454664
6465,6466,M21325,M,300.5,309.8,1416,48.5,110,0,No Failure,7191.73,4331.73,4.650000000000006,29.195876288659793,0.03425141242937853,0.07768361581920905,2.268041237113402,0.015295346182351118
6466,6467,L53646,L,300.4,309.7,1740,31.1,113,0,No Failure,5666.8,2806.8,4.650000000000006,55.948553054662376,0.017873563218390804,0.06494252873563218,3.633440514469453,0.019940707277475822
6467,6468,L53647,L,300.4,309.7,1692,27.4,115,0,No Failure,4854.89,1994.89,4.650000000000006,61.751824817518255,0.01619385342789598,0.06796690307328605,4.197080291970803,0.023687457388323934
6468,6469,L53648,L,300.5,309.8,1507,42.5,117,0,No Failure,6707.04,3847.04,4.650000000000006,35.45882352941177,0.028201725282017254,0.0776376907763769,2.7529411764705882,0.01744435697416446
6469,6470,M21329,M,300.4,309.6,1521,35.0,119,0,No Failure,5574.76,2714.76,4.600000000000023,43.457142857142856,0.023011176857330704,0.0782380013149244,3.4,0.021346210419820762
6470,6471,L53650,L,300.4,309.6,1379,54.5,122,0,No Failure,7870.27,5010.27,4.600000000000023,25.30275229357798,0.03952139231327049,0.08846990572878898,2.238532110091743,0.015501374158701035
6471,6472,L53651,L,300.4,309.6,1523,38.5,124,0,No Failure,6140.3,3280.3,4.600000000000023,39.55844155844156,0.025279054497701903,0.08141825344714379,3.220779220779221,0.020194453039753757
6472,6473,H35886,H,300.4,309.6,1571,33.6,126,0,No Failure,5527.7,2667.7,4.600000000000023,46.75595238095238,0.02138765117759389,0.08020369191597708,3.75,0.022794290572932686
6473,6474,H35887,H,300.4,309.5,1547,50.7,131,0,No Failure,8213.47,5353.47,4.550000000000011,30.51282051282051,0.03277310924369748,0.08468002585649645,2.583826429980276,0.015949409932708103
6474,6475,M21334,M,300.5,309.7,1347,54.3,136,0,No Failure,7659.42,4799.42,4.599999999999994,24.806629834254146,0.040311804008908686,0.10096510764662213,2.504604051565378,0.017755913633147158
6475,6476,L53655,L,300.5,309.7,1560,30.2,139,0,No Failure,4933.56,2073.56,4.599999999999994,51.65562913907285,0.019358974358974358,0.0891025641025641,4.602649006622516,0.02817438117708105
6476,6477,L53656,L,300.5,309.7,1384,48.6,141,0,No Failure,7043.7,4183.7,4.599999999999994,28.477366255144034,0.03511560693641619,0.101878612716763,2.9012345679012346,0.020017888325737893
6477,6478,L53657,L,300.5,309.7,1841,24.6,143,0,No Failure,4742.61,1882.61,4.599999999999994,74.83739837398373,0.013362303096143401,0.07767517653449213,5.8130081300813,0.030152173592178148
6478,6479,L53658,L,300.5,309.8,1663,29.1,145,1,No Failure,5067.73,2207.73,4.650000000000006,57.14776632302405,0.017498496692723995,0.08719182200841852,4.982817869415808,0.028612416210019084
6479,6480,L53659,L,300.6,309.8,1418,42.7,147,0,No Failure,6340.63,3480.63,4.599999999999994,33.20843091334894,0.030112834978843442,0.10366713681241185,3.442622950819672,0.023183816119218437
6480,6481,L53660,L,300.7,309.9,1775,26.6,149,0,No Failure,4944.34,2084.34,4.599999999999994,66.72932330827068,0.014985915492957746,0.08394366197183098,5.601503759398496,0.030135468030111197
6481,6482,L53661,L,300.7,309.8,1406,48.4,151,0,No Failure,7126.22,4266.22,4.550000000000011,29.049586776859506,0.03442389758179232,0.1073968705547653,3.1198347107438016,0.021189354243904904
6482,6483,L53662,L,300.6,309.9,1480,43.7,153,0,No Failure,6772.85,3912.85,4.649999999999977,33.86727688787185,0.029527027027027027,0.10337837837837838,3.501144164759725,0.02259019467432469
6483,6484,L53663,L,300.7,309.9,1412,45.3,155,0,No Failure,6698.25,3838.25,4.599999999999994,31.169977924944813,0.032082152974504244,0.10977337110481586,3.4216335540838854,0.02314037248535065
6484,6485,H35898,H,300.6,309.8,1913,22.5,157,0,No Failure,4507.4,1647.4,4.599999999999994,85.02222222222223,0.011761630946157868,0.08207004704652378,6.977777777777778,0.03483161024093713
6485,6486,L53665,L,300.6,309.8,1629,37.6,162,0,No Failure,6414.13,3554.13,4.599999999999994,43.32446808510638,0.023081645181092694,0.09944751381215469,4.308510638297872,0.025256737858446898
6486,6487,L53666,L,300.5,309.8,1939,21.4,164,0,No Failure,4345.3,1485.3,4.650000000000006,90.60747663551402,0.011036616812790096,0.08457968024755029,7.663551401869159,0.037741928060202976
6487,6488,H35901,H,300.6,309.8,1541,36.2,166,0,No Failure,5841.71,2981.71,4.599999999999994,42.56906077348066,0.023491239454899417,0.10772225827384815,4.585635359116022,0.028416336997214856
6488,6489,L53668,L,300.7,309.8,1330,54.4,171,0,No Failure,7576.68,4716.68,4.550000000000011,24.448529411764707,0.040902255639097745,0.12857142857142856,3.1433823529411766,0.02256925196788039
6489,6490,M21349,M,300.7,309.8,1490,38.8,173,0,No Failure,6054.06,3194.06,4.550000000000011,38.402061855670105,0.026040268456375838,0.11610738255033556,4.458762886597938,0.028575864791561364
6490,6491,L53670,L,300.7,309.9,1383,44.5,176,0,No Failure,6444.82,3584.82,4.599999999999994,31.078651685393258,0.032176428054953,0.1272595806218366,3.955056179775281,0.027308753386440586
6491,6492,L53671,L,300.8,310.0,1468,52.7,178,0,No Failure,8101.5,5241.5,4.599999999999994,27.855787476280835,0.035899182561307905,0.12125340599455041,3.3776091081593926,0.02197123989384682
6492,6493,M21352,M,300.8,309.9,1444,46.0,180,0,No Failure,6955.91,4095.91,4.549999999999983,31.391304347826086,0.03185595567867036,0.12465373961218837,3.9130434782608696,0.025877275582921574
6493,6494,L53673,L,300.7,309.8,1363,53.1,183,0,No Failure,7579.12,4719.12,4.550000000000011,25.66854990583804,0.038958180484225974,0.13426265590608952,3.446327683615819,0.024145283357434637
6494,6495,L53674,L,300.6,309.7,1617,33.2,185,0,No Failure,5621.82,2761.82,4.549999999999983,48.70481927710843,0.020531849103277676,0.11440940012368583,5.572289156626505,0.03290749259136721
6495,6496,M21355,M,300.6,309.8,1694,31.1,187,0,No Failure,5516.99,2656.99,4.599999999999994,54.469453376205784,0.01835891381345927,0.11038961038961038,6.012861736334405,0.03389529435434902
6496,6497,L53676,L,300.7,309.9,1815,27.0,190,0,No Failure,5131.79,2271.79,4.599999999999994,67.22222222222223,0.01487603305785124,0.1046831955922865,7.037037037037037,0.0370241182901093
6497,6498,L53677,L,300.8,309.9,1312,65.3,192,1,Overstrain Failure,8971.72,6111.72,4.549999999999983,20.09188361408882,0.04977134146341463,0.14634146341463414,2.9402756508422665,0.02140057870731588
6498,6499,H35912,H,300.8,309.9,2041,19.2,194,0,No Failure,4103.67,1243.67,4.549999999999983,106.30208333333334,0.009407153356197942,0.0950514453699167,10.104166666666668,0.047274756498451385
6499,6500,L53679,L,300.9,310.0,1671,26.8,199,0,No Failure,4689.64,1829.64,4.550000000000011,62.350746268656714,0.01603830041891083,0.11909036505086774,7.425373134328358,0.04243396081575558
6500,6501,M21360,M,300.9,310.0,1416,46.6,201,0,No Failure,6910.0,4050.0,4.550000000000011,30.3862660944206,0.03290960451977401,0.1419491525423729,4.313304721030042,0.029088277858176557
6501,6502,M21361,M,300.9,310.0,1600,36.0,204,0,No Failure,6031.86,3171.86,4.550000000000011,44.44444444444444,0.0225,0.1275,5.666666666666667,0.03382041360376401
6502,6503,L53682,L,300.9,310.0,2595,13.7,207,0,No Failure,3722.94,862.94,4.550000000000011,189.4160583941606,0.005279383429672446,0.07976878612716763,15.109489051094892,0.05560121839191606
6503,6504,M21363,M,300.9,309.9,1465,42.9,209,0,No Failure,6581.48,3721.48,4.5,34.14918414918415,0.029283276450511944,0.14266211604095563,4.871794871794872,0.03175577529674177
6504,6505,M21364,M,301.0,310.1,1681,27.4,212,0,No Failure,4823.33,1963.33,4.550000000000011,61.35036496350365,0.016299821534800713,0.12611540749553837,7.7372262773722635,0.043953036595049476
6505,6506,L53685,L,301.1,310.1,1457,39.6,215,0,No Failure,6042.04,3182.04,4.5,36.792929292929294,0.027179135209334248,0.14756348661633492,5.429292929292929,0.03558400805026117
